ship_type,route_type,distance_nm,speed_knots,draft_m,cargo_weight_tonnes,weather_impact_index,fuel_consumption_tonnes,co2_emissions_tonnes
Ro-Ro Cargo,North Atlantic,3868.42,15.23,9.2,39863.63,0.0,101275.08,315370.59
Oil Tanker,Asia-Europe,3911.14,12.51,15.96,208159.9,0.6,211327.84,658074.9
Oil Tanker,Trans-Pacific,8934.79,13.64,16.69,237915.97,0.0,532052.5,1656811.48
Oil Tanker,Trans-Pacific,11207.18,14.29,10.66,61980.22,0.2,316759.94,986390.45
Oil Tanker,Trans-Pacific,11367.93,13.45,11.85,85125.37,0.0,331944.07,1033673.82
Ro-Ro Cargo,Trans-Pacific,10883.36,19.01,9.68,46479.72,0.4,550644.63,1714707.38
General Cargo,Intra-Asia,2434.46,12.33,6.07,11476.47,0.0,20219.79,62964.43
General Cargo,Asia-Europe,2359.7,13.65,8.49,31376.75,0.0,46965.27,146249.85
Oil Tanker,North Atlantic,10309.66,13.29,14.02,140999.84,0.4,460455.19,1433857.47
Oil Tanker,Indian Ocean,4257.52,14.64,13.57,128048.24,0.0,193287.8,601898.21
Container Ship,Asia-Europe,9349.08,20.34,11.11,70181.56,0.0,530105.34,1650748.02
Oil Tanker,Trans-Pacific,9867.37,14.34,10.15,53575.87,0.2,254940.88,793885.91
Bulk Carrier,North Atlantic,7401.62,14.78,8.02,26455.58,0.4,141346.76,440153.81
Bulk Carrier,Asia-Europe,3927.48,13.54,11.34,74748.46,0.0,112330.32,349796.62
Ro-Ro Cargo,Intra-Asia,4157.11,18.43,6.9,16843.11,0.4,100536.67,313071.18
Container Ship,Asia-Europe,1272.77,19.67,14.17,145805.52,0.0,109983.88,342489.8
Bulk Carrier,Intra-Asia,9472.98,14.19,9.21,40044.71,0.0,196291.61,611252.09
Container Ship,North Atlantic,8618.27,20.88,12.72,105304.0,0.2,715527.14,2228151.52
Ro-Ro Cargo,Indian Ocean,9288.82,16.48,8.35,29832.68,0.2,248630.45,774235.21
Oil Tanker,Trans-Pacific,9106.56,11.12,16.2,217559.3,0.4,380521.36,1184943.52
Ro-Ro Cargo,Trans-Pacific,4361.55,18.77,7.94,25676.28,0.0,129383.42,402899.95
Container Ship,Asia-Europe,9990.97,21.83,12.94,111054.79,0.0,886785.21,2761449.15
Ro-Ro Cargo,Asia-Europe,8076.04,15.92,7.97,25955.86,0.2,184021.44,573042.76
Oil Tanker,North Atlantic,5121.84,12.74,10.84,65130.87,0.2,118941.99,370385.36
Oil Tanker,Indian Ocean,1705.46,13.04,15.43,187997.29,0.6,93609.09,291498.69
Bulk Carrier,Intra-Asia,1546.64,15.75,8.84,35314.57,0.0,36301.45,113042.73
Container Ship,Trans-Pacific,5491.82,22.2,13.45,124613.58,0.6,642291.32,2000095.18
Bulk Carrier,North Atlantic,4574.06,11.78,12.71,105160.24,0.6,146712.43,456862.52
Ro-Ro Cargo,Asia-Europe,9972.83,14.76,9.57,44858.83,0.0,265397.9,826449.07
Bulk Carrier,North Atlantic,4199.98,13.18,11.47,77168.26,0.0,116228.82,361936.55
Ro-Ro Cargo,Trans-Pacific,6975.58,16.89,9.51,44090.63,0.2,254604.35,792837.96
Container Ship,Indian Ocean,4349.31,12.21,12.48,99466.68,0.0,112253.49,349557.37
Bulk Carrier,Asia-Europe,2922.26,13.38,8.32,29443.65,0.6,51767.52,161204.05
General Cargo,Intra-Asia,5299.5,13.69,6.76,15805.31,0.8,83382.13,259651.94
Oil Tanker,Indian Ocean,4979.82,12.39,10.61,61133.43,0.2,104881.49,326600.96
Ro-Ro Cargo,Trans-Pacific,6222.11,19.6,9.59,45159.53,0.0,293082.13,912657.75
Ro-Ro Cargo,Indian Ocean,10138.83,17.92,9.7,46793.33,0.2,433440.56,1349733.92
Bulk Carrier,Trans-Pacific,5159.31,13.7,11.58,79594.97,0.0,157601.5,490771.08
Ro-Ro Cargo,North Atlantic,9183.58,16.66,9.7,46702.07,0.4,358168.62,1115337.08
Container Ship,Trans-Pacific,3447.37,17.82,12.08,90344.76,0.2,188287.37,586326.86
Container Ship,North Atlantic,11811.89,17.51,12.35,96434.62,0.0,613399.84,1910127.11
Bulk Carrier,Indian Ocean,4897.19,13.41,12.71,105064.93,0.6,203550.45,633856.12
Bulk Carrier,Asia-Europe,10074.08,14.38,9.95,50366.23,0.4,279875.04,871530.88
General Cargo,Trans-Pacific,5360.9,12.85,7.35,20299.39,0.2,75004.07,233562.67
Container Ship,Asia-Europe,3448.68,17.54,12.05,89616.79,0.4,191793.44,597244.78
Ro-Ro Cargo,Indian Ocean,5526.93,18.49,7.67,23127.95,0.4,166146.46,517380.09
Container Ship,Trans-Pacific,2145.2,16.23,9.35,41784.28,0.6,64736.34,201588.97
Container Ship,Trans-Pacific,11906.78,15.7,14.04,141606.64,0.0,642758.99,2001551.5
Bulk Carrier,Indian Ocean,10602.95,14.87,9.62,45565.32,0.0,262809.52,818388.86
Ro-Ro Cargo,Asia-Europe,757.22,14.8,7.34,20267.26,0.0,11919.2,37116.38
General Cargo,Trans-Pacific,8870.09,11.31,8.18,27986.6,0.0,112281.25,349643.82
Oil Tanker,Asia-Europe,10825.66,11.55,15.43,187948.6,0.0,394672.0,1229008.61
Ro-Ro Cargo,Trans-Pacific,11420.42,16.19,8.77,34511.44,0.0,307014.14,956042.03
General Cargo,North Atlantic,10289.47,11.07,8.54,31924.37,0.0,136372.71,424664.62
Container Ship,Indian Ocean,4687.76,19.61,10.62,61244.97,0.6,266280.05,829196.06
Oil Tanker,Indian Ocean,6044.08,14.43,15.7,198096.51,0.4,399093.67,1242777.68
Oil Tanker,Intra-Asia,7530.15,12.58,13.79,134352.26,0.0,260417.83,810941.12
Oil Tanker,Trans-Pacific,2509.05,14.33,8.88,35839.1,0.2,49472.51,154057.41
Bulk Carrier,Intra-Asia,2271.87,13.91,11.48,77545.42,0.2,74465.78,231886.45
General Cargo,Intra-Asia,8663.8,11.36,7.98,26012.58,0.0,105396.05,328203.31
Container Ship,Asia-Europe,9645.8,14.72,13.45,124604.14,0.2,445522.82,1387358.06
General Cargo,Intra-Asia,7369.52,11.93,6.85,16485.17,0.0,72993.53,227301.85
General Cargo,Intra-Asia,3605.02,13.55,5.4,8052.42,0.2,30307.21,94376.64
Ro-Ro Cargo,North Atlantic,11529.01,15.21,9.32,41413.21,0.2,327452.66,1019687.59
Container Ship,Indian Ocean,1478.0,20.67,13.46,124811.83,0.0,127077.99,395720.85
Oil Tanker,Intra-Asia,9546.5,12.38,15.23,180954.55,0.0,390069.3,1214675.79
Oil Tanker,Indian Ocean,8221.77,11.78,14.97,171706.54,0.0,294055.45,915688.67
General Cargo,Trans-Pacific,10128.26,11.4,5.86,10326.83,0.0,67123.78,209023.45
Bulk Carrier,Indian Ocean,3960.95,11.0,8.38,30135.49,0.2,43217.24,134578.5
General Cargo,North Atlantic,3445.74,11.43,6.74,15709.78,0.0,30315.47,94402.36
Oil Tanker,Indian Ocean,8803.24,13.89,10.8,64427.46,0.2,241159.81,750971.65
Bulk Carrier,Asia-Europe,9891.14,10.64,10.73,63167.18,0.2,165515.86,515416.39
Ro-Ro Cargo,Intra-Asia,1724.15,15.11,8.08,26976.5,0.8,42430.86,132129.7
Oil Tanker,Intra-Asia,9661.55,13.2,16.55,232026.69,0.0,529555.59,1649036.11
Ro-Ro Cargo,Intra-Asia,9689.34,16.41,6.96,17229.62,0.2,178416.18,555588.0
Ro-Ro Cargo,Trans-Pacific,8263.04,18.06,7.34,20234.58,0.8,240020.18,747422.85
General Cargo,North Atlantic,9626.3,12.5,6.92,16999.15,0.0,106901.95,332892.67
General Cargo,Trans-Pacific,9861.77,10.54,7.88,25009.49,0.2,106661.37,332143.49
Container Ship,Trans-Pacific,5473.14,20.08,10.17,53922.09,0.4,284133.19,884790.75
Oil Tanker,Trans-Pacific,10229.04,13.58,11.34,74651.46,0.0,278925.58,868574.25
Container Ship,Intra-Asia,9005.24,20.93,14.58,158831.88,0.0,932512.53,2903844.02
Ro-Ro Cargo,North Atlantic,1436.42,19.77,8.27,28963.27,0.0,51211.92,159473.91
Ro-Ro Cargo,Indian Ocean,7319.37,15.26,8.27,28965.0,0.4,174183.17,542406.41
Container Ship,North Atlantic,10338.09,12.96,13.93,138307.67,0.0,374144.85,1165087.05
Ro-Ro Cargo,Asia-Europe,2983.29,14.4,7.42,20892.39,0.0,45358.39,141246.02
Oil Tanker,Indian Ocean,9583.48,13.36,13.95,138991.72,0.2,405271.64,1262015.89
General Cargo,North Atlantic,11188.4,12.59,6.14,11848.98,0.0,99040.58,308412.37
General Cargo,Indian Ocean,10736.32,10.81,7.73,23631.68,0.6,130985.37,407888.46
Ro-Ro Cargo,Trans-Pacific,7506.06,16.97,7.24,19404.43,0.0,150957.42,470081.39
Bulk Carrier,Trans-Pacific,5266.15,12.89,7.87,24967.07,0.0,65667.17,204487.58
Container Ship,North Atlantic,10431.66,22.48,12.87,109249.29,0.0,970415.72,3021874.55
General Cargo,Intra-Asia,2778.2,13.62,6.27,12609.01,0.0,29987.55,93381.24
Bulk Carrier,Trans-Pacific,11608.94,11.94,9.74,47308.94,0.6,224664.68,699605.83
Oil Tanker,Indian Ocean,10917.58,12.41,15.85,203757.76,0.8,601491.96,1873045.96
Ro-Ro Cargo,Asia-Europe,875.18,15.12,8.68,33501.32,0.6,23734.66,73909.72
Oil Tanker,Intra-Asia,10056.92,12.63,10.87,65832.0,0.2,231154.5,719815.12
Oil Tanker,Trans-Pacific,11150.82,14.59,15.39,186787.57,0.0,646411.46,2012925.3
Bulk Carrier,North Atlantic,2738.12,13.94,11.57,79383.32,0.0,86458.26,269231.02
Oil Tanker,North Atlantic,530.68,14.69,10.83,65021.65,0.6,18217.01,56727.78
Ro-Ro Cargo,Intra-Asia,3407.3,18.23,7.99,26142.84,0.4,107975.36,336235.27
Ro-Ro Cargo,North Atlantic,2959.15,15.8,8.12,27420.44,0.0,64950.83,202256.9
Bulk Carrier,Asia-Europe,8096.12,14.07,12.81,107525.3,0.2,337727.54,1051683.57
Ro-Ro Cargo,Intra-Asia,9183.43,19.01,8.82,35084.33,0.4,385369.93,1200041.98
Oil Tanker,North Atlantic,11051.46,13.35,16.19,217275.08,0.2,629244.56,1959467.55
Oil Tanker,Asia-Europe,10584.57,13.57,16.48,229320.48,0.2,644875.91,2008143.58
Oil Tanker,Trans-Pacific,11542.9,13.7,13.94,138639.12,0.0,483990.45,1507146.26
General Cargo,Trans-Pacific,11209.57,12.68,8.38,30177.87,0.0,187751.37,584657.76
Ro-Ro Cargo,Asia-Europe,5793.76,16.91,9.58,45019.93,0.2,214825.79,668967.52
Container Ship,North Atlantic,6126.84,20.48,10.0,51214.47,0.0,285636.22,889471.18
General Cargo,Indian Ocean,1582.95,10.34,7.06,18031.96,0.0,12510.22,38956.82
Ro-Ro Cargo,Intra-Asia,10702.44,19.81,7.08,18207.59,0.0,281106.78,875366.5
Container Ship,Asia-Europe,963.2,20.56,11.8,84204.94,0.0,63010.08,196213.4
Bulk Carrier,Trans-Pacific,10457.19,13.24,12.33,95946.89,0.0,337536.62,1051089.05
Bulk Carrier,Asia-Europe,3404.45,12.53,10.95,67136.93,0.0,77663.43,241843.92
Container Ship,Trans-Pacific,1058.33,20.65,11.24,72635.81,0.2,67095.73,208936.12
Container Ship,Intra-Asia,3081.44,15.61,9.91,49823.38,0.2,86838.69,270415.69
Ro-Ro Cargo,Trans-Pacific,5602.73,19.78,9.71,46911.8,0.4,308844.89,961742.99
Ro-Ro Cargo,North Atlantic,2994.85,18.46,8.68,33529.97,0.0,102614.63,319541.96
General Cargo,Intra-Asia,4880.18,12.03,7.14,18604.35,0.0,53239.46,165787.68
Oil Tanker,Asia-Europe,7936.74,12.8,14.26,148480.83,0.8,376996.37,1173966.69
Ro-Ro Cargo,Indian Ocean,5911.26,15.99,6.96,17280.42,0.0,97734.64,304345.67
General Cargo,Asia-Europe,3634.3,13.96,7.93,25552.28,0.6,77871.19,242490.89
Oil Tanker,Asia-Europe,6621.8,14.16,10.16,53647.8,0.0,157376.97,490071.89
Oil Tanker,Intra-Asia,5486.66,11.12,11.39,75573.13,0.2,107191.42,333794.08
Ro-Ro Cargo,Intra-Asia,11423.84,19.61,8.26,28904.33,0.0,400233.04,1246325.69
Ro-Ro Cargo,Asia-Europe,708.82,17.81,8.17,27874.07,0.4,22374.13,69673.04
Container Ship,North Atlantic,5220.94,18.1,14.25,148261.14,0.6,455608.36,1418764.43
Oil Tanker,Trans-Pacific,4896.75,14.76,16.49,229386.94,0.0,333264.7,1037786.28
Bulk Carrier,Asia-Europe,9320.64,15.92,12.07,90064.75,0.6,492103.76,1532411.1
General Cargo,Asia-Europe,2339.57,10.59,7.65,22880.76,0.0,22718.35,70744.95
General Cargo,Intra-Asia,5485.77,12.96,6.15,11888.54,0.0,51553.15,160536.52
Oil Tanker,Indian Ocean,11530.01,11.19,15.47,189431.79,0.0,397003.94,1236270.28
Oil Tanker,Intra-Asia,6640.5,12.32,15.49,190455.49,0.0,277969.4,865596.7
Oil Tanker,Indian Ocean,10198.32,11.34,13.75,133050.68,0.4,319337.54,994417.08
Bulk Carrier,Intra-Asia,4781.62,13.56,11.5,77921.41,0.0,140976.59,439001.09
Container Ship,Trans-Pacific,10912.89,20.69,9.49,43694.39,0.4,522825.47,1628078.51
Oil Tanker,Trans-Pacific,3759.07,13.67,9.98,50857.71,0.2,85191.75,265287.1
Ro-Ro Cargo,Indian Ocean,7659.43,14.38,8.1,27252.32,0.0,138646.61,431745.53
General Cargo,Intra-Asia,11323.11,11.95,6.76,15850.2,0.0,109665.63,341498.78
General Cargo,North Atlantic,10869.01,13.02,7.61,22554.99,0.6,186521.63,580828.35
Container Ship,Trans-Pacific,11976.56,22.94,10.2,54387.21,0.0,728940.89,2269921.92
Bulk Carrier,Intra-Asia,3879.74,15.01,9.95,50405.23,0.0,104841.22,326475.56
Bulk Carrier,Trans-Pacific,1254.72,12.65,10.84,65224.2,0.0,28589.8,89028.62
Ro-Ro Cargo,Intra-Asia,8580.21,16.54,8.3,29231.91,0.6,254210.87,791612.65
Bulk Carrier,North Atlantic,10098.69,13.95,10.09,52644.53,0.2,257065.92,800503.26
General Cargo,North Atlantic,5818.68,13.5,7.39,20698.48,0.0,85956.19,267667.58
General Cargo,North Atlantic,8186.2,11.37,7.56,22119.39,0.0,89652.48,279177.83
General Cargo,Asia-Europe,10300.46,11.44,6.85,16427.45,0.2,99291.39,309193.38
General Cargo,Asia-Europe,10857.55,10.0,7.54,21911.79,0.2,96913.32,301788.08
Oil Tanker,Indian Ocean,3640.44,12.1,16.22,218326.16,0.0,161061.32,501544.94
Oil Tanker,Intra-Asia,10791.47,13.91,13.4,123173.22,0.2,456556.63,1421717.35
General Cargo,Intra-Asia,1808.27,12.25,5.83,10159.21,0.0,13683.86,42611.55
General Cargo,Trans-Pacific,9892.57,12.42,6.61,14759.67,0.4,110439.65,343909.06
Oil Tanker,Trans-Pacific,7787.92,14.57,15.1,176399.18,0.0,433507.21,1349941.44
Ro-Ro Cargo,Intra-Asia,8631.89,16.64,8.07,26953.83,0.2,220293.09,685992.69
Bulk Carrier,Asia-Europe,986.85,14.38,11.47,77167.77,0.0,32534.88,101313.63
Container Ship,Indian Ocean,2961.6,19.97,10.29,55820.39,0.0,139042.8,432979.27
Bulk Carrier,Asia-Europe,3747.21,13.87,12.23,93555.9,0.0,130614.88,406734.74
Ro-Ro Cargo,Trans-Pacific,1743.84,14.41,9.11,38671.3,0.2,42430.57,132128.79
Oil Tanker,Intra-Asia,7424.17,14.12,16.46,228525.77,0.0,461117.88,1435921.07
Oil Tanker,Intra-Asia,7159.33,13.41,16.48,228994.21,0.0,401809.19,1251233.83
Container Ship,North Atlantic,5589.77,15.76,14.42,153422.63,0.0,320830.93,999067.52
Container Ship,Trans-Pacific,8892.39,22.64,10.35,56834.2,0.0,542885.11,1690544.23
Bulk Carrier,Trans-Pacific,10380.6,11.07,10.18,54015.01,0.0,159776.42,497543.76
Bulk Carrier,Asia-Europe,10523.59,12.3,9.23,40309.12,0.0,164498.72,512249.0
Oil Tanker,Asia-Europe,2539.08,11.58,16.47,228832.25,0.6,125292.17,390159.82
Bulk Carrier,Indian Ocean,7372.73,11.64,7.81,24419.9,0.4,82830.24,257933.38
Oil Tanker,Trans-Pacific,7282.47,14.0,16.35,223795.27,0.4,491555.07,1530702.48
Ro-Ro Cargo,Asia-Europe,3307.09,16.23,9.23,40270.58,0.4,110856.69,345207.74
Container Ship,Trans-Pacific,11229.07,23.06,11.7,81938.22,0.0,907803.18,2826899.12
General Cargo,Intra-Asia,5676.43,13.67,7.11,18393.79,0.4,88947.47,276982.42
Ro-Ro Cargo,Trans-Pacific,5392.46,15.2,7.69,23289.62,0.4,109985.71,342495.5
Oil Tanker,Trans-Pacific,4103.22,12.4,15.28,182738.49,0.2,179500.14,558963.45
Oil Tanker,Indian Ocean,11891.84,12.25,14.61,159690.34,0.0,437623.24,1362758.78
Bulk Carrier,Trans-Pacific,6773.11,11.94,12.07,90046.47,0.0,170443.74,530761.81
Container Ship,Asia-Europe,7287.91,22.07,12.09,90542.97,0.0,577046.47,1796922.71
Container Ship,Asia-Europe,5292.15,13.44,11.97,87836.96,0.0,152115.35,473687.21
Container Ship,Trans-Pacific,11143.76,15.66,12.06,89909.98,0.0,442233.79,1377116.03
Ro-Ro Cargo,Indian Ocean,3491.33,18.22,8.64,32967.92,0.6,136041.61,423633.57
Bulk Carrier,Intra-Asia,7277.83,13.57,8.52,31643.16,0.2,124885.84,388894.52
General Cargo,Asia-Europe,9793.93,11.32,7.16,18775.51,0.0,95254.35,296622.03
Container Ship,Intra-Asia,5401.66,22.64,13.14,116180.34,0.0,531361.42,1654659.46
Oil Tanker,North Atlantic,11537.41,12.2,10.33,56358.3,0.2,222956.74,694287.29
General Cargo,Trans-Pacific,5022.15,13.03,7.06,18019.39,0.4,70549.29,219690.5
Container Ship,Indian Ocean,1657.98,23.83,11.98,87940.78,0.0,150055.88,467274.01
Bulk Carrier,Asia-Europe,6902.26,10.86,11.5,77851.82,0.0,130370.06,405972.38
Ro-Ro Cargo,North Atlantic,2034.09,14.19,9.01,37506.7,0.2,47058.58,146540.41
Bulk Carrier,Trans-Pacific,9961.99,10.93,12.65,103675.92,0.2,244585.73,761639.95
Ro-Ro Cargo,Asia-Europe,9510.89,19.93,8.28,29028.52,0.2,365674.67,1138710.93
Ro-Ro Cargo,North Atlantic,7132.75,17.35,8.22,28451.94,0.0,193411.23,602282.58
Bulk Carrier,Intra-Asia,9252.77,12.41,10.36,56969.34,0.0,185333.84,577129.58
General Cargo,Indian Ocean,9550.0,11.66,6.65,15048.23,0.2,90175.67,280807.04
General Cargo,Asia-Europe,5773.96,10.45,7.28,19752.93,0.2,52439.96,163298.04
Oil Tanker,Trans-Pacific,10616.33,13.06,12.47,99372.31,0.0,323664.76,1007892.07
Container Ship,Trans-Pacific,7643.8,18.03,12.44,98612.9,0.0,427561.1,1331425.27
Oil Tanker,Intra-Asia,4848.74,11.7,13.08,114561.83,0.4,146088.2,454918.65
General Cargo,Trans-Pacific,705.6,12.74,8.23,28509.56,0.0,11489.7,35778.92
Bulk Carrier,Asia-Europe,1771.66,14.54,11.54,78757.07,0.4,67746.27,210961.89
Container Ship,North Atlantic,10864.08,13.0,14.51,156568.22,0.0,430069.0,1339234.86
Bulk Carrier,Trans-Pacific,7332.2,13.04,12.94,111000.41,0.4,283447.26,882654.76
Container Ship,Trans-Pacific,6034.68,21.72,10.22,54581.34,0.0,330126.58,1028014.16
Container Ship,Asia-Europe,6804.34,23.34,12.55,101105.39,0.8,803882.5,2503290.12
General Cargo,Intra-Asia,6532.73,13.04,7.2,19132.02,0.0,85432.45,266036.64
Ro-Ro Cargo,Trans-Pacific,5261.79,19.09,7.3,19913.24,0.0,136249.45,424280.79
Ro-Ro Cargo,Intra-Asia,7329.53,16.06,7.25,19550.6,0.0,132704.93,413243.16
Bulk Carrier,North Atlantic,4712.78,14.35,11.3,73970.6,0.0,150233.21,467826.22
Bulk Carrier,Indian Ocean,8318.12,15.5,11.89,86127.32,0.4,383962.37,1195658.8
Bulk Carrier,Indian Ocean,8723.71,15.37,9.79,48070.26,0.2,253794.59,790316.37
General Cargo,Asia-Europe,5937.25,12.71,8.06,26826.6,0.6,109056.13,339600.8
General Cargo,Intra-Asia,6422.27,13.19,8.27,28947.11,0.0,113143.46,352328.73
Container Ship,Intra-Asia,4841.77,21.67,14.43,153994.6,0.4,589422.78,1835462.54
Oil Tanker,Trans-Pacific,4935.74,11.13,10.92,66756.82,0.6,99037.9,308404.03
General Cargo,Trans-Pacific,3000.81,11.45,8.1,27175.16,0.6,45076.2,140367.27
Container Ship,Intra-Asia,1074.11,12.78,11.25,72886.5,0.0,24676.07,76841.29
Bulk Carrier,Trans-Pacific,4443.26,12.91,12.37,97013.58,0.0,137521.44,428241.77
Bulk Carrier,Intra-Asia,8540.54,10.87,8.5,31449.18,0.0,88394.7,275261.11
Ro-Ro Cargo,North Atlantic,10113.82,18.61,9.07,38220.71,0.0,384264.44,1196599.47
Bulk Carrier,North Atlantic,5134.19,12.11,8.69,33616.26,0.0,68995.56,214852.18
Container Ship,Indian Ocean,1350.58,18.97,11.75,83103.21,0.0,74544.42,232131.32
General Cargo,Indian Ocean,11985.63,13.8,7.61,22608.5,0.0,196119.67,610716.64
Ro-Ro Cargo,Indian Ocean,11008.66,19.35,8.66,33231.89,0.0,412030.14,1283061.86
Bulk Carrier,Asia-Europe,11437.79,14.17,10.14,53319.41,0.0,286197.94,891220.38
General Cargo,North Atlantic,10913.13,10.93,6.07,11467.42,0.0,71257.9,221897.1
Container Ship,Asia-Europe,1423.64,16.37,12.88,109446.16,0.6,83016.77,258514.22
Ro-Ro Cargo,Asia-Europe,1861.56,18.88,7.88,25031.32,0.4,61479.38,191446.79
Ro-Ro Cargo,Indian Ocean,3785.15,15.04,9.17,39488.14,0.6,113281.03,352757.12
Container Ship,North Atlantic,1850.93,14.02,9.61,45392.25,0.0,37290.96,116124.06
General Cargo,Trans-Pacific,1726.12,11.98,6.02,11166.32,0.0,13302.16,41422.93
General Cargo,Indian Ocean,4815.27,13.99,8.44,30787.89,0.2,105392.11,328191.04
Oil Tanker,Asia-Europe,5201.7,13.76,10.33,56432.11,0.0,120760.25,376047.41
Container Ship,Trans-Pacific,3406.54,20.34,9.86,49115.23,0.0,152386.24,474530.76
Bulk Carrier,Intra-Asia,7079.69,12.96,12.79,107007.27,0.2,249775.37,777800.51
General Cargo,Indian Ocean,3541.43,12.25,8.15,27731.34,0.0,52291.38,162835.37
General Cargo,Indian Ocean,9760.35,13.62,7.85,24773.27,0.0,165239.06,514554.43
General Cargo,Asia-Europe,5774.6,13.72,8.18,28001.39,0.4,120558.73,375419.9
Container Ship,Trans-Pacific,940.54,23.93,11.47,77260.33,0.0,78751.31,245231.57
Container Ship,Asia-Europe,8972.63,22.3,12.66,104000.57,0.0,794888.09,2475281.52
Container Ship,Indian Ocean,1473.21,15.99,14.12,144117.28,0.6,98475.65,306653.18
General Cargo,Asia-Europe,10487.82,13.27,5.76,9785.54,0.2,96175.39,299490.15
Oil Tanker,Intra-Asia,617.69,11.21,11.86,85453.08,0.0,12550.75,39083.03
Bulk Carrier,Intra-Asia,11848.16,11.33,9.72,46990.92,0.0,174026.21,541917.62
Ro-Ro Cargo,Asia-Europe,8297.69,19.15,8.68,33458.0,0.0,305457.96,951196.09
Container Ship,Asia-Europe,8165.19,20.74,13.49,125782.72,0.6,838189.87,2610123.26
Ro-Ro Cargo,Asia-Europe,7878.06,16.58,8.77,34525.97,0.4,248666.42,774347.24
Ro-Ro Cargo,North Atlantic,5907.86,15.1,9.77,47743.9,0.6,202217.47,629705.2
Bulk Carrier,Intra-Asia,9472.21,15.98,12.01,88623.43,0.0,422842.44,1316731.37
Ro-Ro Cargo,North Atlantic,2344.42,17.16,8.77,34494.39,0.4,79268.75,246842.89
Ro-Ro Cargo,Indian Ocean,9199.12,15.8,9.71,46942.44,0.0,289019.1,900005.49
Bulk Carrier,Intra-Asia,9393.05,12.06,9.6,45311.52,0.2,161725.38,503612.82
Ro-Ro Cargo,Intra-Asia,9583.99,16.62,8.98,37015.13,0.4,318375.02,991419.81
Bulk Carrier,Trans-Pacific,10591.01,11.46,9.74,47254.62,0.0,159823.41,497690.1
Bulk Carrier,Intra-Asia,9006.59,15.03,13.28,119912.71,0.6,513530.12,1599132.78
Container Ship,Asia-Europe,1623.59,15.13,14.02,141238.27,0.2,86140.47,268241.42
Container Ship,Asia-Europe,10884.51,12.76,14.55,157844.81,0.4,466890.01,1453895.48
General Cargo,Indian Ocean,1880.03,12.25,8.0,26183.78,0.2,28350.21,88282.55
Oil Tanker,Intra-Asia,10972.04,14.03,15.66,196781.14,0.0,609324.21,1897435.6
Container Ship,Trans-Pacific,1434.71,13.56,13.81,134716.05,0.0,55884.32,174023.77
General Cargo,Indian Ocean,5077.5,13.95,7.67,23112.14,0.0,86111.62,268151.58
Container Ship,Trans-Pacific,10694.12,13.85,11.04,68927.84,0.0,278089.19,865969.73
Container Ship,North Atlantic,569.96,20.4,10.2,54372.03,0.0,27432.11,85423.6
Container Ship,Trans-Pacific,3925.58,14.93,10.14,53331.67,0.2,105844.42,329599.52
Oil Tanker,Asia-Europe,1925.3,11.22,14.99,172332.19,0.0,62597.99,194930.15
General Cargo,Trans-Pacific,10800.77,10.27,6.66,15099.52,0.2,79231.92,246728.2
Oil Tanker,North Atlantic,8333.48,14.9,9.62,45529.56,0.0,196637.27,612328.47
Oil Tanker,Indian Ocean,3116.42,13.92,16.71,239074.0,0.0,193961.15,603995.01
General Cargo,Indian Ocean,11075.44,10.81,7.6,22479.39,0.6,130760.66,407188.69
Oil Tanker,Intra-Asia,3313.89,14.99,16.1,213803.77,0.4,248620.22,774203.37
General Cargo,Asia-Europe,3904.28,13.92,5.87,10362.5,0.6,45573.92,141917.18
Bulk Carrier,North Atlantic,1391.09,13.39,12.08,90224.76,0.0,44128.4,137415.84
General Cargo,Indian Ocean,1574.47,11.66,8.08,27013.34,0.0,20721.34,64526.24
Oil Tanker,North Atlantic,11133.04,14.44,11.69,81838.85,0.4,408438.3,1271876.87
General Cargo,North Atlantic,2298.3,10.54,6.77,15855.52,0.2,18368.38,57199.14
Oil Tanker,Intra-Asia,4286.3,14.38,15.95,207628.02,0.0,259062.37,806720.21
Bulk Carrier,North Atlantic,2077.97,10.95,8.21,28364.6,0.2,21581.57,67205.0
General Cargo,Trans-Pacific,1650.36,13.51,7.17,18872.35,0.0,22945.13,71451.14
Container Ship,North Atlantic,4952.29,15.85,10.01,51398.4,0.2,146893.34,457425.87
Container Ship,Asia-Europe,11045.75,17.37,14.09,143272.54,0.0,735370.72,2289944.41
Ro-Ro Cargo,Intra-Asia,6619.81,14.02,7.38,20538.52,0.0,94398.75,293957.7
General Cargo,Indian Ocean,2515.08,11.1,7.56,22142.52,0.4,29419.23,91611.49
General Cargo,Trans-Pacific,8638.58,13.35,7.81,24435.29,0.0,139314.06,433823.97
Container Ship,Trans-Pacific,8319.83,22.71,12.7,104916.7,0.4,861324.33,2682163.95
Oil Tanker,North Atlantic,10900.33,11.51,10.19,54154.42,0.2,182630.81,568712.33
General Cargo,Asia-Europe,10688.12,11.32,8.46,31036.03,0.4,162670.05,506554.54
Container Ship,Trans-Pacific,10122.17,12.87,13.09,114914.85,0.0,319452.86,994776.21
General Cargo,North Atlantic,1195.14,11.76,8.49,31381.82,0.4,19781.98,61601.08
Oil Tanker,Intra-Asia,846.86,14.83,11.82,84539.78,0.8,37088.23,115492.75
Oil Tanker,Trans-Pacific,9542.25,12.17,9.37,42154.98,0.4,159824.17,497692.47
